tweet,Airtel_Pos,Airtel_Neut,Airtel_Neg,Saf_Pos,Saf_Neut,Saf_Neg,clean_tweets
@Safaricom_Care @AdamsMugah Well that's pretty inconvenient for us as customers and quite convenient for the frauds… https://t.co/2WQvzLIZDhAfricell really left us to deal with the nonsense that is MTN and Airtel 😪,0,0,1,0,0,1,well pretty inconvenient customers quite convenient frauds really left deal nonsense mtn airtel
@dimanche_chris The option is there.^Carob'RT @kuriasolomonK: William Ruto has vowed to COLLAPSE the following if he becomes president.\n\n1. CBC (No matter how far your children will\xe2\x80\xa6',0,1,0,0,0,1,option carob rt william ruto vowed collapse following becomes president n n cbc matter far children xe x xa
@Safaricom_Care I go a new number recently that appears to have had another user so am getting a lot of random call… https://t.co/6VtNxoD3Fa@CarolineIninga Please try sim on a different device and share feedback.^Caro,1,0,0,1,0,0,new number recently appears another user getting lot random call please try sim different device share feedback
"@Airtel_Ug the money you keep telling me to send abroad, I honestly don’t have. Enough with the text messages.@BravinYuri So failing to dial that number your Simcard can easily be swapped at an MPESA Agent without your origin… https://t.co/PcUKiLZyea",1,0,0,0,0,1,money keep telling send abroad honestly enough text messages failing dial number simcard easily swapped mpesa agent without origin
@Safaricom_Care @NyoleiWeldon Si nyinyi  wezi😂hio ni@Airtel kenya,0,0,1,0,1,0,nyinyi wezi hio kenya
How do I know my pocket WiFi password @AIRTEL_KE?@MwangoCapital @coldtusker @NationAfrica @Safaricom_Care should just end this sim swap or delay use of swapped line for a grace period,0,1,0,1,0,0,know pocket wifi password end sim swap delay use swapped line grace period
"@AIRTEL_KE So you're telling me when it prompts me after spinning that I've gotten 1gb and I claim it, I still may miss it. Totally not confusing 😏@Safaric7m_Care Someone just called my the number I have DMd you with this number. 0202300370 
Can you confirm that… https://t.co/KuCEGFG2hD",0,0,1,1,0,0,telling prompts spinning gotten gb claim still may miss totally confusing someone called number dmd number confirm
"@NzaleIan @NzaleIan  Hello Nzale,  data billing depends on the amount of data that is accessed. To check the data usage, go to settings&gt;&gt;wireless and networks&gt;&gt;mobile networks&gt;&gt;mobile data/data usage. Check data management tips on  https://t.co/gPiCJZm7NE .^NRDear @mtnug kindly investigate your client 0781041719 disguising himself as Mukwaya Eric. He called me threatening… https://t.co/WnuEYk8dhr",1,0,0,1,0,0,hello nzale data billing depends amount data accessed check data usage settings gt gt wireless networks gt gt mobile networks gt gt mobile data data usage check data management tips nrdear kindly investigate client disguising mukwaya eric called threatening
@Lord_RAI0 Please recharge with data to stop the pop ups. ^Caro@Safaricom_Care do we have a problem? You are denying me sending and receiving money you delay in responding to my messages and also rectifying my issues. Is it my name or is it because am a poor nobody?,1,0,0,0,0,1,please recharge data stop pop ups problem denying sending receiving money delay responding messages also rectifying issues name poor nobody
"@mmutile HI Martha,the Parkside Shop is closed.^Caro@SammyOyie Good Evening Sammy, one needs to Download the DigiFarm app from Google Play Store and follow the onscreen instructions to register or simply dial *944# and follow prompts. You can get more Information regarding here  https://t.co/qTKwBESukt . ^PK",0,1,0,1,0,0,martha parkside shop closed good evening sammy one needs download digifarm app google play store follow onscreen instructions register simply dial follow prompts get information regarding pk
"b'@AIRTEL_KE We all make errors and when you make an error especially sending money to a wrong number, thats an emerg\xe2\x80\xa6 https://t.co/iahPImotmk'@atheonyango @Safaricom_Care Enlighten us how true is it",0,0,1,1,0,0,b make errors make error especially sending money wrong number thats emerg xe x xa enlighten true
"@AIRTEL_KE Why can't i buy data through airtel money...Yet I have cash there????.its disappointing@Angelkasina Our sincere apologies for the issue Dr.Angelkasina , we are working to resolve.^UA",0,0,1,1,0,0,buy data airtel money yet cash disappointing sincere apologies issue dr angelkasina working resolve ua
"@AIRTEL_KE  Now, you have some products that indicates they last for 30 days however even 2 days can't ,is it a scam??  So sad!!!@Machanga Check DM. ^AB",0,0,1,0,1,0,products indicates last days however even days scam sad check ab
"@aronkolia Hi Aron,this is limited to 50 Mb's. ^Caro@eddienjoro @AbsaKenya @Safaricom_Care Hahaha check balance",0,0,1,1,0,0,aron limited mb hahaha check balance
@Airtel_Ug  Internet in my area has been shit off late. The irony it started once you claimed to improve Internet s… https://t.co/VrZJq9lLPE@Safaricom_Care The sender confirmed and sent me the confirmation message on my what'sapp I tried accessing safaricom thru call but couldn't am not in the country please advice on what to do,0,0,1,1,0,0,internet area shit late irony started claimed improve internet sender confirmed sent confirmation message sapp tried accessing safaricom thru call country please advice
"@AlesShopw @AlesShopw : Hi,In order to safeguard our customers on the network from fraudulent SIM swaps, we  introd… https://t.co/0Om9PsWC1S@AIRTEL_KE you see this here! This is BS. STOP ASKING STUPID OBVIOUS QUESTIONS!  https://t.co/F6yp4oReb4",0,0,1,0,0,1,order safeguard customers network fraudulent sim swaps introd see bs stop asking stupid obvious questions
Hey @Safaricom_Care @SafaricomPLC why can't I share post paid data?  My girl wants to watch some stuff pale Netflix..@AIRTEL_KE @DPOGroup Can I just have my refund in peace?,1,0,0,1,0,0,share post paid data girl wants watch stuff pale netflix refund peace
"@Jonniebee254 Hi Jonnie,we appreciate you bringing this to our attention &amp; truly value your feedback.^EO@Airtel_Ug how best can I check for data balance of a line in a mifi?",1,0,0,1,0,0,jonnie appreciate bringing attention amp truly value feedback eo best check data balance line mifi
"@AIRTEL_KE Amazing services?😋 I can't wait,DM me your number CarolSafaricom and Visa, (the global leader in digital payments), have introduced the first M-PESA GlobalPay Visa Virtual card.  https://t.co/mPp1CjJnyd  #MPESAGlobalPay",1,0,0,0,1,0,amazing services wait number carolsafaricom visa global leader digital payments introduced first pesa globalpay visa virtual card mpesaglobalpay
"18:18 Kenha slept on the job here, they never considered both side of the road, from Airtel to Mlolongo, there's on… https://t.co/1l2yqMca5R@th_stine @Abunuwasii @Safaricom_Care Mbona tusiongelee this year? 😂",1,0,0,0,1,0,kenha slept job never considered side road airtel mlolongo mbona tusiongelee year
"@Safaricom_Care Am not satisfied with ur irresponsible, unjust responseOnly you acknowledged my lonely existence today @AIRTEL_KE https://t.co/yIgNJ4UPzb",0,0,1,0,0,1,satisfied ur irresponsible unjust responseonly acknowledged lonely existence today
"@MrRightke Does that trick work on sms service too?

RIP @Airtel_Ug 😡😡@moneyacademyKE @jared_sigei Now that is progress!!!. Which other organization has innovative ideas. I know Equitybank is flying our Kenyan flag high too. Who else is out there ready to make us proud. Kudos to the leadership of Safaricom and Equitybank. Hii ni kazi noma sana",0,0,1,1,0,0,trick work sms service rip progress organization innovative ideas know equitybank flying kenyan flag high else ready make proud kudos leadership safaricom equitybank kazi noma sana
@AIRTEL_KE  Is this link from you? If so Why do send your customers strange links? Why not known official Airtel pl… https://t.co/q3rfpvoQLh@ShikoWAwanjish @SafaricomPLC Or have a designated secondary number to be used to confirm a SIM swap,0,0,1,1,0,0,link send customers strange links known official airtel pl designated secondary number used confirm sim swap
"@jotieno71 Hi Julius, we are sorry for the experience. Please dm the number and exact location we check. ^Caro@izkctm @Safaricom_Care This has happened to me before too, robbery.",1,0,0,0,1,0,julius sorry experience please number exact location check happened robbery
"@JayShakez @JayShakez Our apologies for the experience Jay, service has now been restored, please test. ^NP@AIRTEL_KE Amazing services?😋 I can't wait,DM me your number Carol",1,0,0,1,0,0,apologies experience jay service restored please test np amazing services wait number
b'@AIRTEL_KE kindly check DM.'Let @Safaricom_Care clarify! https://t.co/P7N7NC8Hoi,1,0,0,0,1,0,b kindly check let clarify
"AIRTIME: Fast &amp; Legit. 

💘Go to mpesa menu
💘Lipa na Mpesa
💘Enter paybill no 544 544 
💘Enter Phone NUMBER as A/C No.… https://t.co/pqCRq8iSiKDear @SafaricomPLC your *100*100# USSD service is not working.  Why don't you just make this setting the default setting for all your clients?  @Safaricom_Care",0,0,1,1,0,0,airtime fast amp legit mpesa menu lipa mpesa enter paybill enter phone number c ussd service working make setting default setting clients
"Which Airtel am I using coz I never have issues? https://t.co/fAzSkHKtwEb'@chinskiey Hello, what is the issue on your side?^PO'",0,1,0,0,0,1,airtel coz never issues hello issue side po
"@mtnug Airtel data rates still way much better!! Imagine 1gb for 2 days at 2000=@OkunyaOuma Hello Kimonda, your feedback has been noted. ^KL",1,0,0,0,1,0,airtel data rates still way much better imagine gb days hello kimonda feedback noted kl
"@AIRTEL_KE hi team, this no for a conman 0734038477 who keeps calling people and abusing if you don't give him mone… https://t.co/TF6GvN75yvb'RT @Ivyvillea: We will have no future as a country if we let this man to lead us. I wish he knew how safaricom has been of great help to th\xe2\x80\xa6'",0,0,1,1,0,0,team conman keeps calling people abusing give mone future country let man lead wish knew safaricom great help th xe x xa
@TelkomKenya 😂😂😂😂 am deceased 😭😂 @AIRTEL_KE @Safaricom_Care @FaibaMobile  https://t.co/iQPOReNbAy,1,0,0,1,0,0,deceased
@ann_keruboh Ever seen an Airtel employee in a Safaricom payroll?,0,1,0,0,1,0,ever seen airtel employee safaricom payroll
"@Safaricom_Care I have sent an email yesterday but so far not even an acknowledgement email has been sent to me. I hope this works@djscratchkid254 Hello,please dial *544# option 5 .^Jamo",1,0,0,1,0,0,sent email yesterday far even acknowledgement email sent hope works hello please dial option
"@ephraimnjegafan Cc @Safaricom_Care @SafaricomPLC @AIRTEL_KE @TelkomKenya @KCBGroup @KeEquityBank @StanbicKE @DTBKenya @Coopbankenya  This can also reduce fraud on other services the owner has registered on like banking services , loans etc",0,1,0,0,1,0,cc also reduce fraud services owner registered like banking services loans etc
"Now dea is no network on my bed😭😭😭
I need an airtel line😭😭😭
Indeed @mtnug network is not dea in my village😭😭😣There is crisis happening, people losing their lives savings, all because of the incompetence of Safaricom, this ne… https://t.co/R7cYW6uAAC",0,1,0,0,0,1,dea network bed need airtel line indeed network dea village crisis happening people losing lives savings incompetence safaricom ne
"@AllanOh_ Hi Jesse, sorry for the late response we can confirm you have been assisted.^MS@UgandaCranes @FaroukMiya @OfficialFUFA @Airtel_Ug U keep calling strikers who have not scored more than 5 goals in… https://t.co/U73jmN0jZM",0,0,1,0,0,1,jesse sorry late response confirm assisted ms u keep calling strikers scored goals
"b'@AIRTEL_KE check dm'4⃣ *334# Safaricom launched a new way to access Mpesa services, this time all in one place via a USSD Code. The telco launched *334# as the code where a customer will be able to do Mpesa transactions transparently",0,1,0,1,0,0,b check safaricom launched new way access mpesa services time one place via ussd code telco launched code customer able mpesa transactions transparently
"@AIRTEL_KE hello I think my line has a problem. I can't make a call. It gives a massage, not registered on a networ… https://t.co/LOAFiQ4R7h@SafaricomPLC @SafaricomPLC i have requested my mpesa statement like 10 times without a reply. Whats going on in your heads? 0707204994 jessemurithi@gmail.com",0,0,1,1,0,0,hello think line problem make call gives massage registered networ requested mpesa statement like times without reply whats going heads jessemurithi com
"b'Now you can send money from your @MTNRwanda wallet to an Airtel subscriber.  #LeadershipRetreat2022. Let us #LIFT250'@DavieNjugunah @DavieNjugunah : Hallo David, Please share more details on this. Does this happen when transacting o… https://t.co/IVPxdTOFSI",0,1,0,1,0,0,b send money wallet airtel subscriber leadershipretreat let lift hallo david please share details happen transacting
"@7t9ine On it.^Caro@JayShakez @JayShakez Our apologies for the experience Jay, service has now been restored, please test. ^NP",0,1,0,1,0,0,apologies experience jay service restored please test np
b'@WaswaCosmas4 @KakwenzaRukira @mtnug No airtel works'@Safaricom_Care @jothefu69 Kuna kitu sifanyi whether ni before election or after election. Updating my data. You al… https://t.co/t1OxyCbsoQ,0,0,1,0,1,0,b airtel works kitu sifanyi whether election election updating data al
@ExpressTechie @Airtel_Ug Why is my Airtel mobile blocked after replacing my lost line yesterday ..😔😔it's been 24 hours  already .@october_sunrise @october_sunrise There is a service that ensures that a customer’s line/SIM card can only be repla… https://t.co/yhxUmi2nug,0,0,1,0,1,0,airtel mobile blocked replacing lost line yesterday hours already service ensures customer line sim card repla
"Mister Right Investments brings you easiest way to recharge your Airtel and Telkom airtime using MPESA. 
💚Go to Mpe… https://t.co/yL8vJGT8HGIn 2017, we asked you to boycott Brookside, Safaricom &amp; other exploitative firms associated with what you're now ca… https://t.co/WeMsJy6KpL",1,0,0,0,0,1,mister right investments brings easiest way recharge airtel telkom airtime mpesa mpe asked boycott brookside safaricom amp exploitative firms associated ca
"@Sirfelixsawo Hi Felix, yes you can receive funds via M-PESA Global Pay. For the limit, it has been captured as feedback. ^JK@mcbeth2011 Hi Kabethi , will advise once we have it  as currently we have MiFis . Please check link for more info:… https://t.co/5suBvsZwbH",1,0,0,1,0,0,felix receive funds via pesa global pay limit captured feedback jk kabethi advise currently mifis please check link info
"i am very curious to know if anyone has ever lost money with airtel money?Safaricom said: 

And nothing else. This was over 100k lost. 

We can't live in such a world, where nothing can be… https://t.co/Xn1oqHlxN6",0,1,0,0,0,1,curious know anyone ever lost money airtel money safaricom said nothing else k lost live world nothing
"b'@CaptWanderiCFE @GathirimuPeter @Safaricom_Care @AIRTEL_KE @KeEquityBank Hard fact and very painful.'@kiawavurner Hallo. At the moment, Safaricom only accepts proposals that we have solicited. In terms of supporting innovation, we partner with different innovators who already have existing solutions in the market. ^NW",0,0,1,1,0,0,b hard fact painful hallo moment safaricom accepts proposals solicited terms supporting innovation partner different innovators already existing solutions market nw
@Safaricom_Care I just want to talk  https://t.co/oap4Fab1xh@izkctm @Safaricom_Care With @AIRTEL_KE Bundles you will never get heartbroken.,1,0,0,1,0,0,want talk bundles never get heartbroken
b'@AIRTEL_KE your network is very bad kindly work on it ..'@KChienja @SafaricomPLC @caleb_kimani Weeuh hapa Iko shidaa 😂😂,0,0,1,0,1,0,b network bad kindly work weeuh hapa iko shidaa
Network ya @AIRTEL_KE iko full bar hapa @SafaricomPLC customer care... hio 4G imeweza hapa ndani msee! 😲  https://t.co/lkq9QyaLnfHii finale ya leo inakaa itakuwa ngori tiambo. The worst that could happen tonight ni stima ipotee ama Safaricom wacheze na speeds za net.,1,0,0,0,0,1,network iko full bar hapa customer care hio g imeweza hapa ndani msee finale leo inakaa itakuwa ngori tiambo worst could happen tonight stima ipotee ama safaricom wacheze speeds net
"@Safaricom_Care @Elijah07167759 Failing to that means it can be swiped anytime@AIRTEL_KE I keep getting annoying ads from various shortcodes. One of them being ktell. The instructions they give of stopping doesn't work. How can I effectively stop this. Also, this line was acquired around January but ads are so much.",0,0,1,0,0,1,failing means swiped anytime keep getting annoying ads various shortcodes one ktell instructions give stopping work effectively stop also line acquired around january ads much
@Dj_Nonsense254 @SafaricomPLC @AIRTEL_KE Jameniii@moneyacademyKE Safaricom is slowly but surely killing banks....Good death though!,0,1,0,0,0,1,jameniii safaricom slowly surely killing banks good death though
"@carlos_azizz Hello Carlos, please confirm mode of transaction. Was this an across networks transaction?^Caro@Cyprian_Kuto @Kamaitha @SafaricomPLC muhimu.",1,0,0,0,1,0,hello carlos please confirm mode transaction across networks transaction muhimu
"b'@mtnug I\xe2\x80\x99m love using Ayoba but my question is , can I send and receive messages if I\xe2\x80\x99m using a different line like Airtel?'@TonyMurega The distribution component of power mix in the country should be privatised.Back in the day it was argued the telecom part of Kenya Posts &amp; telecommunications could not be privatised because of strategic national security.Safaricom happened.KenGen &amp;Ketraco can remain gov't.",1,0,0,0,0,1,b xe x x love ayoba question send receive messages xe x x different line like airtel distribution component power mix country privatised back day argued telecom part kenya posts amp telecommunications could privatised strategic national security safaricom happened kengen amp ketraco remain gov
b'Please @Airtel_Ug work on the network in Wamala(Nansana) area near the mtn  tower . Ever since installation of the\xe2\x80\xa6 https://t.co/kWPgkFzXIe'@Safaricom_Care still waiting for refund of the money stolen fromy phone,1,0,0,0,0,1,b please work network wamala nansana area near mtn tower ever since installation xe x xa still waiting refund money stolen fromy phone
@krissvicc For those who want to send in their donations via MoMo or Airtel money can use this short code *777*77*2… https://t.co/cQ0MjNGRAR@Safaricom_Care @BrayoehNgetich Why the agent shops are allowed to swap in the first place? Why?,1,0,0,0,1,0,want send donations via momo airtel money use short code agent shops allowed swap first place
"@vodongo Hi George , you may miss or get the bundles. Bundles won  are allocated automatically.^Caro@Safaricom and Visa launch MPesa virtual card for global transactions @KBCChannel1 #ThisIsKBC   https://t.co/DQZvbQRDbv",0,0,1,0,1,0,george may miss get bundles bundles allocated automatically visa launch mpesa virtual card global transactions thisiskbc
@UgandaCranes @FaroukMiya @OfficialFUFA @Airtel_Ug Not anymore@pmmburu @SafaricomPLC I block and report as soon as they follow,0,1,0,0,0,1,anymore block report soon follow
"@AIRTEL_KE You Guys went mute@Safaricom_Care @mouffohq By the way not everybody is having smartphone, so @Safaricom_Care should consider puting something in the mpesa. I think this will be better gift for birthday.",0,1,0,1,0,0,went mute way everybody smartphone consider puting something mpesa think better gift birthday
"@angelinarhnjery Hi Angelina,please clarify on bundle purchased as we do not have an Unlimited plan for the monthly… https://t.co/XNeoCLWD7k@SafaricomPLC There's something wrong with my card, something like that",1,0,0,0,0,1,angelina please clarify bundle purchased unlimited plan monthly something wrong card something like
"@Airtel_Ug 29 May 2022 

Another quality of life improvement as #FreakyFriday bundles can now be bought from Friday… https://t.co/ljypeaqGLG@SafaricomPLC @SafaricomPLC",1,0,0,0,1,0,may another quality life improvement freakyfriday bundles bought friday
"@AIRTEL_KE Good morning , i just sent money to my Airtel money and then bought airtime but i haven't received neither the airtime nor any message , kindly help@SafaricomPLC Seriously the sheng now hitting harder?",1,0,0,0,0,1,good morning sent money airtel money bought airtime received neither airtime message kindly help seriously sheng hitting harder
@CaptWanderiCFE @GathirimuPeter @Safaricom_Care @AIRTEL_KE @KeEquityBank Hard fact and very painful.@Safaricom_Care I need assistance with an mpesa transaction error. Kindly check your inbox. Thank you,0,0,1,1,0,0,hard fact painful need assistance mpesa transaction error kindly check inbox thank
"@Ma3Route @MunghaiN Airtel exit into msa Road. The total entry towards is at a bend.expressway entry at same bend.… https://t.co/4DMRfmO8Ck..but also cut cost on the stuff. 
You'll only need Technicians &amp; Security Personel at the toll stations.… https://t.co/To0lopXm01",0,1,0,1,0,0,airtel exit msa road total entry towards bend expressway entry bend also cut cost stuff need technicians amp security personel toll stations
@AIRTEL_KE I have a problem with my line where by I recharge credit mrng but not possible@Safaricom_Care Didn't help as per usual,0,0,1,1,0,0,problem line recharge credit mrng possible help per usual
"@AIRTEL_KE Nothing there!With the arrival of @SafaricomPLC #MPESAGlobalPay, I feel like disposing all the Pre-paid cards in my possession. But I feel Safaricom should allow local payments as well. Let customers be!  https://t.co/JwMsPRiU1b",0,1,0,1,0,0,nothing arrival mpesaglobalpay feel like disposing pre paid cards possession feel safaricom allow local payments well let customers
b'RT @MeridianRecove1: Credit analysis by a lender is used to determine the risk associated with making a loan. A bank or lending institution\xe2\x80\xa6'@AIRTEL_KE lakini mbona data bundles zenu zianisha araka ata kuliko safaricom.....which is the better option sasa,1,0,0,1,0,0,b rt credit analysis lender used determine risk associated making loan bank lending institution xe x xa lakini mbona data bundles zenu zianisha araka ata kuliko safaricom better option sasa
@AhmedMarsha @OfficialFUFA @Airtel_Ug @fufatv1 @USPAmedia Ahmed yesterday I missed yo program on cbs and so didn't… https://t.co/3ystBQflix@gabrieloguda I have an ex who won a house with Safaricom about three years ago😂😂😂,0,0,1,0,1,0,ahmed yesterday missed yo program cbs ex house safaricom three years ago
b'Good evening @nwscug could you please resolve the @Airtel_Ug money pay channel. It keeps bringing this message. Tha\xe2\x80\xa6 https://t.co/7p4mwjlMCz'@Abunuwasii @Safaricom_Care Last birthday walinyima.!!,1,0,0,0,1,0,b good evening could please resolve money pay channel keeps bringing message tha xe x xa last birthday walinyima
"Courtesy of @babazubeyyrr  dial *100*100# to block sim replacement except at a safaricom shop, you will then receiv… https://t.co/oleyqoYaw6b""@Airtel_Ug  what's the meaning of this, if I don't deposit or withdraw from my account is it a crime, very useless\xe2\x80\xa6 https://t.co/H5llesOb7v""",0,0,1,0,0,1,courtesy dial block sim replacement except safaricom shop receiv meaning deposit withdraw account crime useless xe x xa
"@SirJoe_254 @Safaricom_Care @SirJoe_254 bado unatumia Safaricom bundles? Kwani hupendi pesa yako. You'll come back crying. Run bro, run @TelkomKenya or @AIRTEL_KE  has better options and they won't steal your bundles like the way @Safaricom_Care does...that's just Safaricom's forex markup with has nothing to do with the virtuality of the visa card, which is to say making foreign currency transactions through Safaricom is expensive. It's not the virtual card.",0,0,1,0,1,0,bado unatumia safaricom bundles kwani hupendi pesa yako come back crying run bro run better options steal bundles like way safaricom forex markup nothing virtuality visa card say making foreign currency transactions safaricom expensive virtual card
"@obareh Hello Obareh,apologies for any inconveniences caused.Please note your issue under Case C43450097 which you… https://t.co/cViZv2FPvMSafaricom leaves netizens stunned after tweeting in Sheng https://t.co/dYBEYyARFa",1,0,0,0,0,1,hello obareh apologies inconveniences caused please note issue case c leaves netizens stunned tweeting sheng
"@wilbright867 @real_dismas @ckositany @OleItumbi @ahmednasirlaw @EACCKenya Almost all   parastatal in Kenya were privatized that gave birth to companies like safaricomb'Airtel has unveiled a corporate class and business airtime and data combo which allows the sharing of data, effecti\xe2\x80\xa6 https://t.co/8vkL3x0MsR'",1,0,0,1,0,0,almost parastatal kenya privatized gave birth companies like safaricomb airtel unveiled corporate class business airtime data combo allows sharing data effecti xe x xa
Offer ya Airtel 1GB imerudi and the world is happy 😁@ffreezy_f @SafaricomPLC @Safaricom_Care 😂😂😂Itabidi umeanza kuongea na manager mapema,1,0,0,0,1,0,offer airtel gb imerudi world happy itabidi umeanza kuongea manager mapema
Hi @AIRTEL_KE  this number +254784110440 tried to scam me this morning but don't worry I'm dealing with the situation spiritually.@babazubeyyrr Half these local media get their revenues from that safaricom advertisement money lol it’s 1+1,0,0,1,1,0,0,number tried scam morning worry dealing situation spiritually half local media get revenues safaricom advertisement money lol
@AIRTEL_KE Kindly check your Dm.b'@bennetowuonda @Lagaless @Twitter Safaricom is behind this',1,0,0,0,1,0,kindly check b safaricom behind
"@Ritchie_254 Dear Richie, It was our pleasure serving you kindly rate our services via the link: https://t.co/0KUQTkxccb@ochieng06148453 Hello Ochieng, kindly share the error that you are getting.^Caro",1,0,0,1,0,0,dear richie pleasure serving kindly rate services via link hello ochieng kindly share error getting
"@AIRTEL_KE 4 days ago I spun and won 2GB Airtel TV bundle. But if I view your shows and movies on the Airtel app, you're deducting from my purchased bundle, the 2GB is still as it was when it was awarded.  https://t.co/UQg0zYXpzp@timthesparge @timthesparge No Tim, this is a service that enables you to make payments to International online merchants for goods and services. ^PS",1,0,0,0,0,1,days ago spun gb airtel tv bundle view shows movies airtel app deducting purchased bundle gb still awarded tim service enables make payments international online merchants goods services ps
@izkctm @Safaricom_Care @AIRTEL_KE is the deal. I switched from safaricom recently and I'm enjoying itb'@EK_kibett @KeEquityBank @Priscytess @omwambaKE @SafaricomPLC @Safaricom_Care Wanabeba by fire by force \xf0\x9f\x98\x82',1,0,0,0,0,1,deal switched safaricom recently enjoying itb wanabeba fire force xf x f x x
@AIRTEL_KE Sorted i have my money back but speed but some areas needs speed ....@SokoAnalyst @SafaricomPLC @Safaricom_Care How does it help,0,1,0,1,0,0,sorted money back speed areas needs speed help
"@AIRTEL_KE I have restarted it, but no difference. Where can I replace the simcard in Ongata Rongai?If you are a Safaricom subscriber, to avoid being a Victim of the SIM SWAP FRAUD, dial  *100*100# to activate anti-… https://t.co/ZjATjOYtul",0,1,0,0,0,1,restarted difference replace simcard ongata rongai safaricom subscriber avoid victim sim swap fraud dial activate anti
@AIRTEL_KE The last time I visited your shop was when my line's signal was lost and your attendant asked me whether I attempted a sim swap! It has happened again my line has no signal. Qn is it that you are desperately looking for revenues by sim swapping or what is it?@heisronny @Osama_otero People saw it coming. Bob was safaricom and Safaricom was Bob,0,0,1,0,1,0,last time visited shop line signal lost attendant asked whether attempted sim swap happened line signal qn desperately looking revenues sim swapping people saw coming bob safaricom safaricom bob
"@mtnug @KakwenzaRukira Dear @mtnug we shall proudly stop using those apps. And I'm going to write a column in one o… https://t.co/yXPNSCdZTDSomeone will file a suit for these telcos and they will learn the hard way. For safaricom, Bob was safaricom and sa… https://t.co/bMRy3WG3jM",1,0,0,0,0,1,dear shall proudly stop apps going write column one file suit telcos learn hard way safaricom bob safaricom sa
"@AIRTEL_KE Wachana iyo Kwanza Leo  Uhuru just cautioned kenyans about the increasing cases of single parents do you think single Martha will help fix the problem😂😂😂😂😂😂.@eliaschrispine1 @eliaschrispine1 : Hi Elias,uninstall the app and reinstall it.If it fails DM… https://t.co/TRffCIWKvb",0,1,0,0,0,1,wachana iyo kwanza leo uhuru cautioned kenyans increasing cases single parents think single martha help fix problem elias uninstall app reinstall fails
"b'RT @Kaikainaipamei1: Dear God, be with our incoming President @RailaOdinga , Protect him, and give him Strength to run Azimio Campaigns suc\xe2\x80\xa6'b'@VictorNyakund10 Please check on above link, country of visit and call rates. ^Caro'",1,0,0,1,0,0,b rt dear god incoming president protect give strength run azimio campaigns suc xe x xa b please check link country visit call rates
@Airtel_Ug Thanks@SafaricomPLC This app is foolishness.  Responds like a grade 1 kid on syntax exam,1,0,0,0,0,1,thanks app foolishness responds like grade kid syntax exam
"b'@brianamutiso @JosephMucunu3 @Eloan_max @cool_kenn @governorkibwana Pole sana victim was prokopanda. Who said Safar\xe2\x80\xa6 https://t.co/VkUAq3SAUi'@JamesMacharia_ Help me get my dues from Jatco Tours who leased my car in 2019 and has failed to pay me

@ntsa_kenya @AIRTEL_KE",0,0,1,0,0,1,b pole sana victim prokopanda said safar xe x xa help get dues jatco tours leased car failed pay
"To all Telcos companies in kenya, you need to address the issue of sim swapping with seriousness it deserve.… https://t.co/UI7M6xc5dV@SafaricomPLC Not working!",0,0,1,0,1,0,telcos companies kenya need address issue sim swapping seriousness deserve working
.@AIRTEL_KE hey check DM.@SafaricomPLC @Safaricom_Care  how true is this? https://t.co/l2jELfxoJv,0,1,0,1,0,0,check true
@Roy_mwalili Always here to assist.%Carob'@omwambaKE @Safaricom_Care and @KCBGroup you need to find a solution to money sent to wrong till. Customer not reac\xe2\x80\xa6 https://t.co/UIkNLIdYbh',0,1,0,0,0,1,always assist carob need find solution money sent wrong till customer reac xe x xa
@AnthonyROtimong @Airtel_Ug 😅🤣😂😅 should I also send you my number@SafaricomPLC Ata wewe utasoma hiyo serial namba shually?!  https://t.co/ybBBuUq0EL,1,0,0,0,1,0,also send number ata wewe utasoma hiyo serial namba shually
@AIRTEL_KE And tune talk too I never subscbed  https://t.co/jNjAaNS6r9@OchichiEriq @gesbon1 @JWhippoman @oskiecheruiyot @Keerulanah Hii argument bado inaendelea..Government owns the building not hilton the franchise..hilton sio kama safaricom,0,1,0,0,0,1,tune talk never subscbed argument bado inaendelea government owns building hilton franchise hilton sio kama safaricom
@CaptWanderiCFE @Safaricom_Care @AIRTEL_KE @KeEquityBank do you have safeguards against this?@SokoAnalyst Reminds me how I bought my first @SafaricomPLC line in 2001 at Ksh.2500/-.,1,0,0,0,1,0,safeguards reminds bought first line ksh
"@misheck_ngugi On it . ^Caro@lyra_kiana Hi Iyra, our apologies ,kindly retry later. ^SW",0,1,0,1,0,0,iyra apologies kindly retry later sw
"@Airtel_Ug This is the reason why u are called the smartphone network.
Thank u @Airtel_Ug 👏👏@Safaricom_Care @BrayoehNgetich Mine is not working",1,0,0,0,1,0,reason u called smartphone network thank u mine working
b'@Airtel_Ug what\xe2\x80\x99s wrong with messages for your mobile money transactions'@Safaricom_Care My friend @NjeruCyro and I have been in the forefront to report these parodies. In every tweet that you are tagged we ensure we report the parodies in the replies. Siku mtapeana airtime msitusahau bana 😅,0,0,1,1,0,0,b xe x x wrong messages mobile money transactions friend forefront report parodies every tweet tagged ensure report parodies replies siku mtapeana airtime msitusahau bana
@Safaricom_Care hey whats wrong with your service i can't be able to buy minutes@airtelindia @Airtel_Presence @airtelnews @AirtelNigeria @AIRTEL_KE international calls are not working for airtel. Customer service chats are not responding. Always shows technical difficulties,0,0,1,0,0,1,whats wrong service able buy minutes international calls working airtel customer service chats responding always shows technical difficulties
